Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
07.01.2009 13:10:00,991.56,-13.93,259.86,-15.91,84.8,2.07,1.76,0.32,1.1,1.77,1331.59,0.69,1.75,174.8
07.01.2009 13:20:00,991.52,-13.08,260.71,-14.99,85.4,2.22,1.9,0.32,1.19,1.92,1327.12,0.74,1.88,90.0
07.01.2009 13:30:00,991.58,-12.33,261.46,-14.44,84.1,2.36,1.99,0.38,1.25,2.0,1323.34,0.7,1.63,186.3
07.01.2009 13:40:00,991.62,-12.05,261.74,-14.46,82.1,2.42,1.99,0.43,1.25,2.0,1321.97,0.67,1.25,153.7
07.01.2009 13:50:00,991.58,-11.96,261.83,-14.43,81.7,2.44,1.99,0.45,1.25,2.01,1321.46,0.71,1.63,144.3
07.01.2009 14:00:00,991.58,-12.15,261.64,-14.63,81.6,2.4,1.96,0.44,1.23,1.97,1322.44,1.1,2.0,156.8
07.01.2009 14:10:00,991.5,-12.28,261.52,-14.45,83.7,2.37,1.99,0.39,1.25,2.0,1322.98,1.25,2.75,123.9
07.01.2009 14:20:00,991.58,-12.06,261.73,-13.98,85.5,2.42,2.07,0.35,1.3,2.08,1321.93,1.79,3.75,138.3
07.01.2009 14:30:00,991.69,-11.89,261.89,-13.81,85.5,2.45,2.09,0.36,1.31,2.11,1321.2,1.14,2.38,146.7
07.01.2009 14:40:00,991.75,-11.44,262.34,-13.21,86.6,2.54,2.2,0.34,1.38,2.22,1318.96,0.67,1.63,135.3
07.01.2009 14:50:00,991.92,-10.84,262.93,-12.61,86.7,2.67,2.31,0.35,1.45,2.33,1316.11,0.75,1.5,150.0
07.01.2009 15:00:00,991.85,-10.57,263.21,-12.38,86.4,2.72,2.35,0.37,1.48,2.37,1314.64,0.73,1.63,129.2
07.01.2009 15:10:00,991.93,-10.34,263.43,-12.21,86.0,2.77,2.39,0.39,1.5,2.41,1313.58,0.78,1.88,124.8
07.01.2009 15:20:00,991.98,-10.19,263.58,-12.11,85.7,2.81,2.41,0.4,1.51,2.43,1312.89,0.56,1.13,147.1
07.01.2009 15:30:00,992.14,-10.03,263.72,-12.04,85.1,2.84,2.42,0.42,1.52,2.44,1312.29,1.28,2.38,149.8
07.01.2009 15:40:00,992.19,-10.12,263.63,-11.98,86.1,2.82,2.43,0.39,1.53,2.45,1312.8,1.25,3.38,128.9
07.01.2009 15:50:00,992.25,-9.84,263.91,-11.47,87.8,2.89,2.54,0.35,1.59,2.55,1311.44,0.82,1.75,158.2
07.01.2009 16:00:00,992.21,-9.58,264.17,-11.12,88.4,2.95,2.61,0.34,1.64,2.63,1310.05,0.93,2.0,126.2
07.01.2009 16:10:00,992.34,-9.4,264.34,-10.95,88.4,2.99,2.64,0.35,1.66,2.66,1309.31,0.88,1.75,110.6
07.01.2009 16:20:00,992.49,-9.44,264.29,-11.0,88.3,2.98,2.63,0.35,1.65,2.65,1309.72,0.7,1.88,198.0
07.01.2009 16:30:00,992.6,-9.18,264.54,-10.66,88.9,3.04,2.7,0.34,1.7,2.72,1308.53,0.56,1.38,222.9
07.01.2009 16:40:00,992.59,-8.95,264.77,-10.43,88.9,3.1,2.75,0.34,1.73,2.77,1307.36,0.9,1.63,178.6
07.01.2009 16:50:00,992.61,-8.65,265.07,-10.14,88.9,3.17,2.82,0.35,1.77,2.84,1305.87,0.51,1.0,159.4
07.01.2009 17:00:00,992.79,-8.55,265.16,-10.15,88.1,3.2,2.82,0.38,1.77,2.84,1305.61,0.51,1.38,116.2
07.01.2009 17:10:00,992.95,-8.47,265.23,-10.11,87.8,3.22,2.82,0.39,1.77,2.84,1305.43,0.63,1.25,170.5
07.01.2009 17:20:00,992.97,-8.46,265.23,-10.12,87.7,3.22,2.82,0.4,1.77,2.84,1305.4,1.07,2.13,182.1
07.01.2009 17:30:00,993.04,-8.35,265.34,-9.97,88.0,3.25,2.86,0.39,1.79,2.88,1304.94,0.87,2.0,127.6
07.01.2009 17:40:00,993.25,-8.43,265.24,-10.05,88.0,3.23,2.84,0.39,1.78,2.86,1305.62,0.48,1.13,109.1
07.01.2009 17:50:00,993.38,-8.26,265.4,-9.82,88.4,3.27,2.89,0.38,1.81,2.91,1304.92,0.47,1.25,169.2
07.01.2009 18:00:00,993.53,-7.98,265.67,-9.52,88.6,3.34,2.96,0.38,1.86,2.98,1303.71,0.79,1.38,128.7
07.01.2009 18:10:00,993.73,-8.02,265.62,-9.64,88.0,3.33,2.93,0.4,1.84,2.95,1304.17,0.46,1.0,159.8
07.01.2009 18:20:00,993.91,-7.67,265.95,-9.3,88.0,3.43,3.01,0.41,1.89,3.03,1302.65,0.47,1.13,135.9
07.01.2009 18:30:00,994.07,-7.65,265.96,-9.52,86.3,3.43,2.96,0.47,1.85,2.98,1302.8,0.68,1.25,156.9
07.01.2009 18:40:00,994.13,-7.66,265.95,-9.45,86.9,3.43,2.98,0.45,1.87,3.0,1302.92,0.41,1.13,160.8
07.01.2009 18:50:00,994.26,-7.53,266.07,-9.32,86.9,3.46,3.01,0.45,1.88,3.03,1302.43,0.54,1.38,110.0
07.01.2009 19:00:00,994.38,-7.75,265.84,-9.58,86.6,3.4,2.95,0.46,1.85,2.96,1303.69,0.61,1.25,114.9
07.01.2009 19:10:00,994.4,-7.46,266.13,-9.02,88.5,3.48,3.08,0.4,1.93,3.1,1302.24,0.41,0.88,86.5
07.01.2009 19:20:00,994.49,-7.45,266.13,-9.17,87.4,3.48,3.05,0.44,1.91,3.06,1302.32,0.45,1.63,99.7
07.01.2009 19:30:00,994.62,-7.81,265.76,-9.48,87.7,3.39,2.97,0.42,1.86,2.99,1304.3,1.14,1.75,132.1
07.01.2009 19:40:00,994.89,-7.88,265.67,-9.42,88.6,3.37,2.99,0.38,1.87,3.0,1304.99,0.42,1.0,113.3
07.01.2009 19:50:00,994.91,-7.92,265.63,-9.44,88.7,3.36,2.98,0.38,1.86,2.99,1305.21,0.58,1.38,74.8
07.01.2009 20:00:00,995.07,-7.85,265.69,-9.36,88.8,3.38,3.0,0.38,1.88,3.01,1305.07,0.88,1.5,43.83
07.01.2009 20:10:00,995.23,-8.27,265.25,-9.89,88.0,3.27,2.88,0.39,1.8,2.89,1307.41,0.51,0.88,217.2
07.01.2009 20:20:00,995.4,-8.56,264.95,-10.01,89.2,3.19,2.85,0.35,1.78,2.86,1309.09,0.75,1.75,151.1
07.01.2009 20:30:00,995.59,-8.62,264.87,-9.92,90.2,3.18,2.87,0.31,1.79,2.88,1309.62,0.49,1.25,153.8
07.01.2009 20:40:00,995.76,-8.51,264.97,-9.69,91.1,3.21,2.92,0.29,1.83,2.93,1309.27,0.44,0.88,108.6
07.01.2009 20:50:00,995.95,-8.5,264.97,-9.68,91.1,3.21,2.92,0.29,1.83,2.94,1309.47,0.39,1.13,120.9
07.01.2009 21:00:00,996.09,-8.44,265.02,-9.57,91.5,3.22,2.95,0.27,1.84,2.96,1309.35,0.23,0.75,85.2
07.01.2009 21:10:00,996.32,-8.56,264.88,-9.8,90.7,3.19,2.9,0.3,1.81,2.91,1310.27,0.3,0.63,129.0
07.01.2009 21:20:00,996.46,-8.89,264.54,-10.18,90.3,3.11,2.81,0.3,1.76,2.82,1312.13,0.13,0.5,173.4
07.01.2009 21:30:00,996.55,-9.3,264.12,-10.72,89.3,3.01,2.69,0.32,1.68,2.7,1314.35,0.54,1.0,150.6
07.01.2009 21:40:00,996.83,-10.12,263.28,-11.5,89.5,2.82,2.53,0.3,1.58,2.54,1318.9,0.77,1.25,143.2
07.01.2009 21:50:00,997.0,-10.07,263.32,-11.14,91.8,2.84,2.6,0.23,1.63,2.61,1318.83,0.5,1.13,218.4
07.01.2009 22:00:00,997.11,-9.41,263.97,-10.27,93.4,2.99,2.79,0.2,1.74,2.8,1315.59,0.52,1.38,188.1
07.01.2009 22:10:00,997.28,-9.3,264.07,-10.28,92.5,3.01,2.79,0.23,1.74,2.8,1315.27,0.29,1.13,85.4
07.01.2009 22:20:00,997.48,-9.89,263.46,-10.96,91.8,2.88,2.64,0.24,1.65,2.65,1318.56,0.29,1.0,119.3
07.01.2009 22:30:00,997.58,-10.44,262.9,-11.59,91.2,2.75,2.51,0.24,1.57,2.52,1321.51,0.55,1.0,130.5
07.01.2009 22:40:00,997.7,-10.83,262.5,-11.99,91.1,2.67,2.43,0.24,1.52,2.44,1323.67,0.74,1.25,132.0
07.01.2009 22:50:00,997.79,-10.79,262.54,-11.84,91.9,2.68,2.46,0.22,1.53,2.47,1323.57,0.24,0.63,139.4
07.01.2009 23:00:00,997.88,-10.68,262.64,-11.74,91.8,2.7,2.48,0.22,1.55,2.48,1323.13,0.1,0.5,184.2
07.01.2009 23:10:00,998.05,-10.99,262.32,-12.14,91.1,2.63,2.4,0.23,1.5,2.4,1324.97,0.2,0.63,146.6
07.01.2009 23:20:00,998.11,-10.91,262.39,-11.93,92.1,2.65,2.44,0.21,1.52,2.45,1324.62,0.46,1.0,137.2
07.01.2009 23:30:00,998.22,-10.62,262.67,-11.71,91.6,2.71,2.49,0.23,1.55,2.49,1323.28,0.08,0.38,193.0
07.01.2009 23:40:00,998.33,-10.73,262.56,-11.85,91.4,2.69,2.46,0.23,1.53,2.46,1324.0,0.26,0.5,179.8
07.01.2009 23:50:00,998.41,-10.59,262.69,-11.67,91.7,2.72,2.49,0.23,1.56,2.5,1323.38,0.21,0.5,183.3
08.01.2009 00:00:00,998.53,-10.78,262.49,-11.88,91.5,2.68,2.45,0.23,1.53,2.45,1324.52,0.37,0.75,196.2
08.01.2009 00:10:00,998.67,-10.6,262.66,-11.64,92.0,2.72,2.5,0.22,1.56,2.5,1323.77,0.59,0.88,231.8
08.01.2009 00:20:00,998.71,-10.72,262.54,-11.84,91.4,2.69,2.46,0.23,1.53,2.46,1324.45,0.42,0.88,174.0
08.01.2009 00:30:00,998.83,-11.29,261.96,-12.52,90.5,2.57,2.33,0.24,1.45,2.33,1327.55,0.48,0.88,151.4
08.01.2009 00:40:00,998.96,-11.81,261.43,-13.09,90.1,2.47,2.22,0.24,1.38,2.22,1330.43,0.3,0.75,167.2
08.01.2009 00:50:00,999.04,-11.78,261.45,-12.99,90.6,2.47,2.24,0.23,1.4,2.24,1330.37,0.29,0.75,135.3
08.01.2009 01:00:00,999.2,-11.92,261.3,-13.19,90.2,2.44,2.2,0.24,1.37,2.21,1331.32,0.5,0.88,149.1
08.01.2009 01:10:00,999.29,-12.13,261.08,-13.37,90.4,2.4,2.17,0.23,1.35,2.17,1332.51,0.06,0.38,185.5
08.01.2009 01:20:00,999.41,-12.13,261.07,-13.3,90.9,2.4,2.18,0.22,1.36,2.19,1332.68,0.06,0.25,214.8
08.01.2009 01:30:00,999.57,-11.97,261.22,-13.02,91.8,2.43,2.23,0.2,1.39,2.24,1332.05,0.22,0.63,108.0
08.01.2009 01:40:00,999.74,-11.73,261.45,-12.74,92.1,2.48,2.29,0.2,1.42,2.29,1331.02,0.36,0.88,118.3
08.01.2009 01:50:00,999.9,-11.78,261.39,-12.78,92.2,2.47,2.28,0.19,1.42,2.28,1331.5,0.43,0.88,125.0
08.01.2009 02:00:00,1000.02,-11.64,261.52,-12.63,92.3,2.5,2.31,0.19,1.44,2.31,1330.92,0.23,0.63,175.0
08.01.2009 02:10:00,1000.19,-11.82,261.33,-12.91,91.5,2.46,2.25,0.21,1.4,2.25,1332.1,0.32,0.5,109.3
08.01.2009 02:20:00,1000.39,-12.27,260.86,-13.48,90.6,2.38,2.15,0.22,1.34,2.15,1334.71,0.38,0.63,152.4
08.01.2009 02:30:00,1000.56,-12.58,260.54,-13.77,90.7,2.32,2.1,0.22,1.31,2.1,1336.55,0.31,0.5,213.5
08.01.2009 02:40:00,1000.68,-12.55,260.56,-13.68,91.2,2.32,2.12,0.2,1.32,2.12,1336.55,0.3,0.63,215.9
08.01.2009 02:50:00,1000.81,-12.76,260.34,-13.94,90.8,2.28,2.07,0.21,1.29,2.07,1337.82,0.29,0.75,166.6
08.01.2009 03:00:00,1000.98,-12.96,260.13,-14.16,90.6,2.25,2.03,0.21,1.27,2.03,1339.1,0.12,0.5,151.6
08.01.2009 03:10:00,1001.04,-12.95,260.13,-14.18,90.4,2.25,2.03,0.22,1.26,2.03,1339.14,0.45,1.13,187.9
08.01.2009 03:20:00,1001.14,-13.06,260.02,-14.33,90.1,2.23,2.01,0.22,1.25,2.0,1339.84,0.59,0.88,195.5
08.01.2009 03:30:00,1001.23,-13.1,259.97,-14.35,90.2,2.22,2.0,0.22,1.24,2.0,1340.18,0.57,0.88,193.6
08.01.2009 03:40:00,1001.21,-13.13,259.94,-14.4,90.1,2.21,2.0,0.22,1.24,1.99,1340.3,1.0,1.5,223.3
08.01.2009 03:50:00,1001.38,-12.8,260.26,-13.96,90.9,2.27,2.07,0.21,1.29,2.07,1338.8,1.4,2.0,230.6
08.01.2009 04:00:00,1001.46,-12.31,260.74,-13.46,91.0,2.37,2.15,0.21,1.34,2.15,1336.35,1.27,1.88,216.6
08.01.2009 04:10:00,1001.53,-12.08,260.97,-13.21,91.2,2.41,2.2,0.21,1.37,2.2,1335.24,1.25,1.88,238.2
08.01.2009 04:20:00,1001.42,-11.54,261.51,-12.64,91.5,2.52,2.31,0.21,1.43,2.3,1332.29,1.0,1.63,227.4
08.01.2009 04:30:00,1001.42,-11.89,261.16,-13.18,90.0,2.45,2.2,0.24,1.37,2.2,1334.12,0.72,1.75,232.5
08.01.2009 04:40:00,1001.46,-11.91,261.14,-13.15,90.4,2.45,2.21,0.23,1.37,2.21,1334.27,0.86,1.63,210.6
08.01.2009 04:50:00,1001.58,-12.12,260.92,-13.47,89.6,2.4,2.15,0.25,1.34,2.15,1335.53,0.2,0.75,189.9
08.01.2009 05:00:00,1001.67,-12.2,260.84,-13.6,89.2,2.39,2.13,0.26,1.32,2.13,1336.08,0.27,0.75,178.6
08.01.2009 05:10:00,1001.86,-12.21,260.81,-13.65,88.9,2.39,2.12,0.26,1.32,2.12,1336.38,0.61,1.0,159.3
08.01.2009 05:20:00,1001.96,-12.31,260.7,-13.72,89.1,2.37,2.11,0.26,1.31,2.11,1337.03,0.34,0.75,210.7
08.01.2009 05:30:00,1002.03,-12.18,260.83,-13.54,89.5,2.39,2.14,0.25,1.33,2.14,1336.44,0.23,0.88,186.8
08.01.2009 05:40:00,1002.03,-11.94,261.07,-13.25,89.9,2.44,2.19,0.25,1.36,2.19,1335.2,0.41,0.88,216.8
08.01.2009 05:50:00,1002.11,-11.62,261.38,-12.86,90.4,2.5,2.26,0.24,1.41,2.26,1333.63,0.54,0.88,205.5
08.01.2009 06:00:00,1002.15,-11.4,261.6,-12.62,90.6,2.55,2.31,0.24,1.43,2.3,1332.54,0.34,0.75,212.0
08.01.2009 06:10:00,1002.21,-11.27,261.73,-12.53,90.3,2.58,2.33,0.25,1.44,2.32,1331.94,0.19,0.63,193.9
08.01.2009 06:20:00,1002.32,-11.23,261.76,-12.56,89.8,2.58,2.32,0.26,1.44,2.31,1331.89,0.37,0.88,190.3
08.01.2009 06:30:00,1002.31,-11.12,261.87,-12.49,89.5,2.61,2.33,0.27,1.45,2.33,1331.32,0.4,1.0,188.2
08.01.2009 06:40:00,1002.32,-11.26,261.73,-12.68,89.1,2.58,2.3,0.28,1.43,2.29,1332.06,0.41,0.88,199.7
08.01.2009 06:50:00,1002.5,-11.18,261.79,-12.55,89.5,2.59,2.32,0.27,1.44,2.32,1331.87,0.25,0.63,276.5
08.01.2009 07:00:00,1002.52,-10.9,262.07,-12.22,89.9,2.65,2.39,0.27,1.48,2.38,1330.45,0.3,0.63,173.9
08.01.2009 07:10:00,1002.53,-10.67,262.3,-11.95,90.2,2.7,2.44,0.26,1.51,2.43,1329.27,0.3,0.63,221.1
08.01.2009 07:20:00,1002.65,-10.34,262.62,-11.56,90.7,2.77,2.52,0.26,1.56,2.51,1327.73,0.25,0.63,162.4
08.01.2009 07:30:00,1002.87,-10.06,262.88,-11.29,90.6,2.84,2.57,0.27,1.6,2.56,1326.57,0.36,0.75,96.2
08.01.2009 07:40:00,1002.98,-9.84,263.1,-11.23,89.5,2.89,2.58,0.3,1.6,2.58,1325.6,0.37,0.75,173.6
08.01.2009 07:50:00,1003.17,-9.85,263.07,-11.32,88.9,2.89,2.56,0.32,1.59,2.56,1325.92,0.37,0.75,155.1
08.01.2009 08:00:00,1003.33,-10.01,262.9,-11.49,88.8,2.85,2.53,0.32,1.57,2.52,1326.96,0.39,0.75,204.7
08.01.2009 08:10:00,1003.4,-10.0,262.9,-11.43,89.2,2.85,2.54,0.31,1.58,2.53,1326.99,0.54,0.88,211.8
08.01.2009 08:20:00,1003.5,-10.03,262.87,-11.43,89.4,2.84,2.54,0.3,1.58,2.53,1327.27,0.51,1.0,207.9
08.01.2009 08:30:00,1003.6,-9.97,262.92,-11.31,89.8,2.86,2.57,0.29,1.59,2.56,1327.09,0.77,1.25,190.7
08.01.2009 08:40:00,1003.7,-10.08,262.8,-11.44,89.7,2.83,2.54,0.29,1.58,2.53,1327.79,0.7,1.5,181.2
08.01.2009 08:50:00,1003.86,-10.11,262.76,-11.45,89.8,2.83,2.54,0.29,1.57,2.53,1328.15,0.62,0.88,199.5
08.01.2009 09:00:00,1003.95,-10.04,262.82,-11.4,89.7,2.84,2.55,0.29,1.58,2.54,1327.92,0.55,1.0,204.6
08.01.2009 09:10:00,1004.14,-9.59,263.26,-10.91,90.0,2.95,2.65,0.29,1.64,2.64,1325.84,0.28,0.63,123.8
08.01.2009 09:20:00,1004.16,-9.21,263.64,-10.73,88.6,3.04,2.69,0.35,1.67,2.68,1323.94,0.4,0.75,203.3
08.01.2009 09:30:00,1004.21,-9.07,263.77,-10.69,87.9,3.07,2.7,0.37,1.67,2.69,1323.31,0.25,0.63,196.9
08.01.2009 09:40:00,1004.3,-8.85,263.99,-10.55,87.4,3.12,2.73,0.39,1.69,2.72,1322.31,0.26,0.63,195.9
08.01.2009 09:50:00,1004.37,-8.46,264.37,-10.21,87.1,3.22,2.8,0.42,1.74,2.79,1320.41,0.35,0.75,162.3
08.01.2009 10:00:00,1004.31,-8.07,264.76,-10.1,85.2,3.32,2.83,0.49,1.75,2.82,1318.38,0.33,0.75,190.1
08.01.2009 10:10:00,1004.33,-7.56,265.27,-9.79,83.9,3.45,2.9,0.56,1.8,2.89,1315.85,0.34,0.63,160.6
08.01.2009 10:20:00,1004.36,-7.02,265.81,-9.6,81.7,3.6,2.94,0.66,1.82,2.93,1313.19,0.39,1.0,163.8
08.01.2009 10:30:00,1004.37,-6.35,266.48,-9.41,78.7,3.8,2.99,0.81,1.85,2.97,1309.87,0.72,1.25,144.2
08.01.2009 10:40:00,1004.53,-6.31,266.5,-9.69,76.8,3.81,2.92,0.88,1.81,2.91,1309.94,0.84,1.5,165.1
08.01.2009 10:50:00,1004.61,-6.25,266.56,-9.71,76.3,3.82,2.92,0.91,1.81,2.9,1309.72,1.05,1.5,169.6
08.01.2009 11:00:00,1004.6,-6.53,266.28,-10.0,76.2,3.74,2.85,0.89,1.77,2.84,1311.16,1.35,1.88,134.8
08.01.2009 11:10:00,1004.57,-7.15,265.66,-10.21,78.6,3.57,2.8,0.76,1.74,2.79,1314.17,1.66,2.0,146.0
08.01.2009 11:20:00,1004.56,-6.91,265.9,-9.93,78.9,3.63,2.87,0.77,1.78,2.85,1312.94,1.37,2.25,144.4
08.01.2009 11:30:00,1004.54,-7.04,265.78,-10.02,79.1,3.6,2.85,0.75,1.76,2.83,1313.57,1.93,2.75,162.2
08.01.2009 11:40:00,1004.44,-6.84,265.98,-9.77,79.5,3.65,2.9,0.75,1.8,2.89,1312.42,1.89,2.75,164.7
08.01.2009 11:50:00,1004.35,-6.83,266.0,-9.82,79.1,3.66,2.89,0.76,1.79,2.88,1312.28,2.04,2.75,145.7
08.01.2009 12:00:00,1004.33,-6.84,265.99,-9.69,80.0,3.65,2.92,0.73,1.81,2.91,1312.26,2.13,3.5,146.3
08.01.2009 12:10:00,1004.34,-6.56,266.27,-9.38,80.2,3.73,2.99,0.74,1.86,2.98,1310.88,2.24,4.13,154.5
08.01.2009 12:20:00,1004.32,-6.47,266.36,-9.33,80.0,3.76,3.01,0.75,1.86,2.99,1310.39,1.99,3.25,140.5
08.01.2009 12:30:00,1004.34,-6.02,266.81,-8.9,79.9,3.89,3.11,0.78,1.93,3.1,1308.16,1.2,2.38,167.6
08.01.2009 12:40:00,1004.31,-5.37,267.46,-8.61,77.8,4.09,3.18,0.91,1.97,3.17,1304.93,1.31,2.38,174.2
08.01.2009 12:50:00,1004.24,-4.8,268.04,-8.25,76.6,4.27,3.27,1.0,2.03,3.26,1302.0,1.3,1.88,157.4
08.01.2009 13:00:00,1004.23,-4.27,268.57,-7.94,75.4,4.45,3.35,1.09,2.08,3.34,1299.39,1.49,2.38,163.5
08.01.2009 13:10:00,1004.09,-4.06,268.79,-7.79,75.1,4.52,3.39,1.13,2.11,3.38,1298.17,1.93,2.75,168.1
08.01.2009 13:20:00,1003.9,-4.2,268.66,-7.79,75.9,4.47,3.39,1.08,2.11,3.38,1298.59,2.17,3.0,171.4
08.01.2009 13:30:00,1003.86,-4.42,268.44,-7.78,77.2,4.4,3.39,1.0,2.11,3.38,1299.62,2.52,3.5,158.5
08.01.2009 13:40:00,1003.8,-4.42,268.45,-7.74,77.5,4.4,3.41,0.99,2.11,3.39,1299.54,2.94,4.13,150.4
08.01.2009 13:50:00,1003.73,-4.57,268.3,-7.67,78.8,4.35,3.43,0.92,2.13,3.41,1300.16,2.83,3.88,154.9
08.01.2009 14:00:00,1003.72,-4.73,268.14,-7.75,79.3,4.29,3.41,0.89,2.11,3.39,1300.94,2.61,3.63,152.8
08.01.2009 14:10:00,1003.69,-5.3,267.58,-7.96,81.4,4.11,3.35,0.77,2.08,3.34,1303.67,2.73,3.63,158.8
08.01.2009 14:20:00,1003.65,-5.34,267.54,-7.91,82.0,4.1,3.36,0.74,2.09,3.35,1303.85,2.42,3.5,152.4
08.01.2009 14:30:00,1003.5,-4.96,267.94,-7.68,81.1,4.22,3.42,0.8,2.12,3.41,1301.73,2.4,3.38,172.5
08.01.2009 14:40:00,1003.45,-4.69,268.2,-7.66,79.6,4.31,3.43,0.88,2.13,3.42,1300.4,2.28,2.88,168.7
08.01.2009 14:50:00,1003.44,-4.43,268.47,-7.57,78.6,4.39,3.45,0.94,2.14,3.44,1299.1,1.91,2.63,164.8
08.01.2009 15:00:00,1003.44,-4.27,268.62,-7.59,77.5,4.45,3.45,1.0,2.14,3.43,1298.34,1.39,2.13,169.5
08.01.2009 15:10:00,1003.42,-4.69,268.21,-7.92,78.0,4.31,3.36,0.95,2.09,3.35,1300.37,1.44,2.0,190.8
08.01.2009 15:20:00,1003.4,-5.1,267.8,-7.98,80.1,4.17,3.34,0.83,2.08,3.33,1302.35,0.83,2.0,172.2
08.01.2009 15:30:00,1003.44,-5.15,267.75,-8.04,80.0,4.16,3.33,0.83,2.07,3.32,1302.63,1.37,2.63,181.4
08.01.2009 15:40:00,1003.41,-5.37,267.53,-8.12,80.8,4.09,3.31,0.79,2.05,3.29,1303.68,1.22,2.13,174.7
08.01.2009 15:50:00,1003.46,-5.11,267.78,-7.84,81.0,4.17,3.38,0.79,2.1,3.37,1302.47,0.54,1.25,174.2
08.01.2009 16:00:00,1003.52,-4.97,267.92,-7.78,80.5,4.22,3.4,0.82,2.11,3.38,1301.83,0.39,1.13,104.1
08.01.2009 16:10:00,1003.47,-5.81,267.09,-8.42,81.7,3.96,3.23,0.72,2.01,3.22,1305.94,0.44,0.88,305.7
08.01.2009 16:20:00,1003.42,-6.61,266.29,-8.74,84.7,3.72,3.15,0.57,1.96,3.14,1309.82,0.38,0.63,200.1
08.01.2009 16:30:00,1003.48,-7.11,265.79,-8.83,87.4,3.58,3.13,0.45,1.94,3.12,1312.4,0.51,0.75,261.1
08.01.2009 16:40:00,1003.58,-7.34,265.55,-8.83,89.0,3.51,3.13,0.39,1.94,3.12,1313.66,0.56,0.88,233.3
08.01.2009 16:50:00,1003.6,-7.63,265.26,-9.0,89.8,3.44,3.09,0.35,1.91,3.07,1315.14,0.51,1.38,234.9
08.01.2009 17:00:00,1003.61,-7.77,265.12,-8.99,90.9,3.4,3.09,0.31,1.92,3.08,1315.85,0.86,1.25,243.8
08.01.2009 17:10:00,1003.57,-7.93,264.96,-9.12,91.1,3.36,3.06,0.3,1.9,3.05,1316.6,1.29,2.0,224.8
08.01.2009 17:20:00,1003.65,-8.27,264.61,-9.48,90.9,3.27,2.97,0.3,1.84,2.96,1318.43,1.99,2.5,223.8
08.01.2009 17:30:00,1003.74,-8.33,264.55,-9.47,91.4,3.25,2.97,0.28,1.84,2.96,1318.86,1.32,2.13,227.6
08.01.2009 17:40:00,1003.74,-8.44,264.44,-9.54,91.7,3.22,2.96,0.27,1.83,2.95,1319.41,1.1,1.63,225.0
08.01.2009 17:50:00,1003.76,-8.48,264.4,-9.5,92.3,3.21,2.97,0.25,1.84,2.96,1319.63,0.56,1.25,194.6
08.01.2009 18:00:00,1003.85,-8.65,264.22,-9.65,92.4,3.17,2.93,0.24,1.82,2.92,1320.61,0.55,0.88,216.7
08.01.2009 18:10:00,1003.82,-8.84,264.03,-9.83,92.5,3.13,2.89,0.23,1.79,2.88,1321.55,0.31,1.0,152.1
08.01.2009 18:20:00,1003.78,-9.08,263.8,-10.12,92.1,3.07,2.82,0.24,1.75,2.81,1322.73,0.4,1.13,146.4
08.01.2009 18:30:00,1003.75,-9.49,263.39,-10.59,91.6,2.97,2.72,0.25,1.69,2.71,1324.79,1.32,1.75,198.2
08.01.2009 18:40:00,1003.75,-9.67,263.21,-10.78,91.5,2.93,2.68,0.25,1.66,2.67,1325.72,1.17,1.63,216.2
08.01.2009 18:50:00,1003.8,-9.99,262.88,-11.11,91.4,2.85,2.61,0.25,1.62,2.6,1327.44,1.26,2.0,223.3
08.01.2009 19:00:00,1003.87,-10.23,262.64,-11.32,91.6,2.8,2.56,0.24,1.59,2.55,1328.76,0.61,1.13,194.3
08.01.2009 19:10:00,1003.87,-10.5,262.37,-11.58,91.7,2.74,2.51,0.23,1.56,2.5,1330.16,0.5,1.0,176.5
08.01.2009 19:20:00,1003.98,-10.62,262.24,-11.64,92.1,2.71,2.5,0.21,1.55,2.49,1330.91,0.53,1.0,192.9
08.01.2009 19:30:00,1003.98,-10.53,262.33,-11.51,92.4,2.73,2.53,0.21,1.57,2.52,1330.44,0.98,1.5,198.6
08.01.2009 19:40:00,1003.93,-10.49,262.38,-11.47,92.4,2.74,2.53,0.21,1.57,2.52,1330.18,0.5,0.88,232.4
08.01.2009 19:50:00,1004.03,-10.57,262.29,-11.65,91.7,2.72,2.5,0.23,1.55,2.49,1330.72,0.41,0.88,84.5
08.01.2009 20:00:00,1004.01,-10.67,262.19,-11.73,91.8,2.7,2.48,0.22,1.54,2.47,1331.22,0.25,0.63,84.9
08.01.2009 20:10:00,1004.07,-10.74,262.12,-11.87,91.3,2.69,2.45,0.23,1.52,2.44,1331.66,0.29,0.75,181.1
08.01.2009 20:20:00,1004.11,-11.0,261.85,-12.26,90.3,2.63,2.38,0.26,1.47,2.37,1333.07,0.8,1.5,191.0
08.01.2009 20:30:00,1004.18,-11.07,261.78,-12.31,90.5,2.62,2.37,0.25,1.47,2.36,1333.53,0.42,1.0,155.2
08.01.2009 20:40:00,1004.22,-11.2,261.64,-12.54,89.7,2.59,2.32,0.27,1.44,2.31,1334.27,0.7,1.13,188.1
08.01.2009 20:50:00,1004.15,-11.49,261.36,-12.86,89.5,2.53,2.26,0.27,1.4,2.26,1335.68,1.07,1.38,201.8
